0:26:42,51.5,56,88,4.4,18,4.5,-1247.75,-0.25,-5098.6
0:26:47,51.25,56,88,4.4,18,4.75,-1222.75,-0.5,-4971.1
0:26:52,51.0,56,88,4.4,18,5.0,-1197.75,0.0,-4830.1
0:26:57,51.25,56,88,4.4,18,4.75,-1173.0,-0.25,-4747.7
0:27:2,51.0,56,88,4.4,18,5.0,-1147.0,-0.75,-4620.3
0:27:7,50.5,56,88,4.4,18,5.5,-1121.5,0.5,-4441.6
0:27:12,50.5,56,88,4.4,18,5.5,-1095.25,0.25,-4330.6
0:27:17,50.5,56,88,4.4,18,5.5,-1069.0,0.25,-4215.1
0:27:22,50.75,56,88,4.4,18,5.25,-1042.75,-0.25,-4130.6
0:27:27,51.0,56,88,4.4,18,5.0,-1017.75,0.0,-4038.1
0:27:32,50.25,56,88,4.4,18,5.75,-991.0,0.25,-3849.9
0:27:37,50.5,56,88,4.4,18,5.5,-964.75,0.5,-3751.9
0:27:42,50.75,56,88,4.4,18,5.25,-938.25,-0.25,-3670.8
0:27:47,50.25,56,88,4.4,18,5.75,-912.0,0.25,-3502.3
0:27:52,50.75,56,88,4.4,18,5.25,-884.9999,-0.25,-3436.5
0:27:57,50.75,56,88,4.4,18,5.25,-857.7499,-0.5,-3321.1
0:28:2,50.5,56,88,4.4,18,5.5,-830.0,0.25,-3163.5
0:28:7,50.75,56,88,4.4,18,5.25,-802.75,-0.5,-3079.1
0:28:12,50.75,56,88,4.4,18,5.25,-775.75,0.0,-2951.3
0:28:17,49.75,56,88,4.4,18,6.25,-746.5,0.25,-2730.1
0:28:22,50.75,56,88,4.4,18,5.25,-719.5,-0.5,-2712.8
0:28:27,50.5,56,88,4.4,18,5.5,-691.0,-0.5,-2565.4
0:28:32,50.5,56,88,4.4,18,5.5,-663.25,-0.25,-2438.8
0:28:37,50.5,56,88,4.4,18,5.5,-634.5,0.0,-2307.8
0:28:42,50.5,56,88,4.4,18,5.5,-606.5,0.0,-2184.6
0:28:47,50.5,56,88,4.4,18,5.5,-578.0,-0.75,-2072.7
0:28:52,49.75,56,88,4.4,18,6.25,-548.0,0.25,-1856.7
0:28:57,50.25,56,88,4.4,18,5.75,-519.0,0.0,-1777.6
0:29:2,50.25,56,88,4.4,18,5.75,-489.5,-0.5,-1656.8
0:29:7,50.0,56,88,4.4,18,6.0,-460.25,0.5,-1488.1
0:29:12,49.75,56,88,4.4,18,6.25,-430.75,0.75,-1331.8
0:29:17,49.75,56,88,4.4,18,6.25,-400.5,0.25,-1207.7
0:29:22,50.0,56,88,4.4,18,6.0,-369.75,0.0,-1098.9
0:29:27,50.25,56,88,4.4,18,5.75,-339.5,-0.25,-992.3
0:29:32,50.0,56,88,4.4,18,6.0,-308.5,-0.5,-838.4
0:29:37,49.75,56,88,4.4,18,6.25,-276.75,0.0,-667.7001
0:29:42,49.75,56,88,4.4,18,6.25,-246.0,0.25,-527.9
